env_time,total_time,avg_simulation_second,event_store_size
554,0:01:33.503255,0:00:00.168778,1460
555,0:01:33.509254,0:00:00.168485,1453
556,0:01:33.509254,0:00:00.168182,1453
557,0:01:33.510255,0:00:00.167882,1483
558,0:01:33.524322,0:00:00.167606,1478
559,0:01:33.530300,0:00:00.167317,1553
560,0:01:33.559254,0:00:00.167070,1546
561,0:01:33.562259,0:00:00.166778,1579
562,0:01:33.578262,0:00:00.166509,1576
563,0:01:33.585303,0:00:00.166226,1646
564,0:01:33.611259,0:00:00.165977,1645
565,0:01:33.613259,0:00:00.165687,1643
566,0:01:33.614259,0:00:00.165396,1642
567,0:01:33.620258,0:00:00.165115,1636
568,0:01:33.628320,0:00:00.164839,1649
569,0:01:33.638445,0:00:00.164567,1646
570,0:01:33.640952,0:00:00.164282,1697
571,0:01:33.661276,0:00:00.164030,1694
572,0:01:33.671281,0:00:00.163761,1686
573,0:01:33.676319,0:00:00.163484,1785
574,0:01:33.720277,0:00:00.163276,1781
575,0:01:33.729279,0:00:00.163007,1826
576,0:01:33.750276,0:00:00.162761,1824
577,0:01:33.756276,0:00:00.162489,1874
578,0:01:33.777278,0:00:00.162244,1872
579,0:01:33.782276,0:00:00.161973,1867
580,0:01:33.790276,0:00:00.161707,1859
581,0:01:33.794283,0:00:00.161436,1856
582,0:01:33.796317,0:00:00.161162,1854
583,0:01:33.797339,0:00:00.160887,1853
584,0:01:33.803342,0:00:00.160622,1848
585,0:01:33.810280,0:00:00.160359,1842
586,0:01:33.813280,0:00:00.160091,1840
587,0:01:33.821276,0:00:00.159832,1833
588,0:01:33.826281,0:00:00.159569,1829
589,0:01:33.832276,0:00:00.159308,1824
590,0:01:33.835276,0:00:00.159043,1821
591,0:01:33.844280,0:00:00.158789,1816
592,0:01:33.861279,0:00:00.158549,1808
593,0:01:33.866279,0:00:00.158291,1805
594,0:01:33.869276,0:00:00.158029,1803
595,0:01:33.874278,0:00:00.157772,1799
596,0:01:33.882275,0:00:00.157521,1792
597,0:01:33.887279,0:00:00.157265,1800
598,0:01:33.895275,0:00:00.157016,1797
599,0:01:33.898276,0:00:00.156758,1795
600,0:01:33.901276,0:00:00.156502,1792
601,0:01:33.912279,0:00:00.156260,1786
602,0:01:33.919276,0:00:00.156012,1781
603,0:01:33.922278,0:00:00.155758,1779
604,0:01:33.928276,0:00:00.155510,1774
605,0:01:33.931275,0:00:00.155258,1771
606,0:01:33.934276,0:00:00.155007,1769
607,0:01:33.942277,0:00:00.154765,1762
608,0:01:33.948278,0:00:00.154520,1759
609,0:01:33.949277,0:00:00.154268,1758
610,0:01:33.957040,0:00:00.154028,1752
611,0:01:33.960372,0:00:00.153781,1749
612,0:01:33.970322,0:00:00.153546,1745
613,0:01:33.984320,0:00:00.153319,1739
614,0:01:33.988323,0:00:00.153075,1736
615,0:01:33.993324,0:00:00.152835,1733
616,0:01:33.999321,0:00:00.152596,1728
617,0:01:34.009323,0:00:00.152365,1723
618,0:01:34.014322,0:00:00.152127,1721
619,0:01:34.021324,0:00:00.151892,1716
